year,country3,population
1966,LSO,952206
1967,LSO,971512
1968,LSO,991491
1969,LSO,1012015
1970,LSO,1033050
1971,LSO,1054453
1972,LSO,1076340
1973,LSO,1099235
1974,LSO,1123855
1975,LSO,1150635
1976,LSO,1179723
1977,LSO,1210799
1978,LSO,1243352
1979,LSO,1276663
1980,LSO,1310118
1981,LSO,1343690
1982,LSO,1377346
1983,LSO,1410439
1984,LSO,1442212
1985,LSO,1472192
1986,LSO,1499861
1987,LSO,1525460
1988,LSO,1550262
1989,LSO,1576022
1990,LSO,1603938
1991,LSO,1634517
1992,LSO,1667121
1993,LSO,1700362
1994,LSO,1732257
1995,LSO,1761359
1996,LSO,1787273
1997,LSO,1810453
1998,LSO,1831298
1999,LSO,1850527
2000,LSO,1868699
2001,LSO,1885955
2002,LSO,1902312
2003,LSO,1918097
2004,LSO,1933728
2005,LSO,1949543
2006,LSO,1965662
2007,LSO,1982287
2008,LSO,1999930
2009,LSO,2019209
2010,LSO,2040551
2011,LSO,2064166
2012,LSO,2089928
2013,LSO,2117361
2014,LSO,2145785
2015,LSO,2174645
2016,LSO,2203821
2017,LSO,2233339
1960,LTE,1097220852
1961,LTE,1099620212
1962,LTE,1114283229
1963,LTE,1140272235
1964,LTE,1165840067
1965,LTE,1192149720
1966,LTE,1221225432
1967,LTE,1249470063
1968,LTE,1278513440
1969,LTE,1309029590
1970,LTE,1340215315
1971,LTE,1371933906
1972,LTE,1401978588
1973,LTE,1431051239
1974,LTE,1458706490
1975,LTE,1484121802
1976,LTE,1508004795
1977,LTE,1530338921
1978,LTE,1552623958
1979,LTE,1575117475
1980,LTE,1597224701
1981,LTE,1619887922
1982,LTE,1644667178
1983,LTE,1669422093
1984,LTE,1693279210
1985,LTE,1717861954
1986,LTE,1743894299
1987,LTE,1771336115
1988,LTE,1798912093
1989,LTE,1825740671
1990,LTE,1851248918
1991,LTE,1875124381
1992,LTE,1895051479
1993,LTE,1915919207
1994,LTE,1936316441
1995,LTE,1957770830
1996,LTE,1977094618
1997,LTE,1996172104
1998,LTE,2014525994
1999,LTE,2031620012
2000,LTE,2047187331
2001,LTE,2061986736
2002,LTE,2075912406
2003,LTE,2089475459
2004,LTE,2102909369
2005,LTE,2116451896
2006,LTE,2129839624
2007,LTE,2142908325
2008,LTE,2156164379
2009,LTE,2169773889
2010,LTE,2182871640
2011,LTE,2196130364
2012,LTE,2209708504
2013,LTE,2223457388
2014,LTE,2237241890
2015,LTE,2250812795
2016,LTE,2264568981
2017,LTE,2278227192
1960,LTU,2778550
1961,LTU,2823550
1962,LTU,2863350
1963,LTU,2898950
1964,LTU,2935200
1965,LTU,2971450
1966,LTU,3008050
1967,LTU,3044400
1968,LTU,3078850
1969,LTU,3107321
1970,LTU,3139689
1971,LTU,3179041
1972,LTU,3213622
1973,LTU,3244438
1974,LTU,3273894
1975,LTU,3301652
1976,LTU,3328664
1977,LTU,3355036
1978,LTU,3379514
1979,LTU,3397842
1980,LTU,3413202
1981,LTU,3432947
1982,LTU,3457179
1983,LTU,3485192
1984,LTU,3514205
1985,LTU,3544543
1986,LTU,3578914
1987,LTU,3616367
1988,LTU,3655049
1989,LTU,3684255
1990,LTU,3697838
1991,LTU,3704134
1992,LTU,3700114
1993,LTU,3682613
1994,LTU,3657144
1995,LTU,3629102
1996,LTU,3601613
1997,LTU,3575137
1998,LTU,3549331
1999,LTU,3524238
2000,LTU,3499536
2001,LTU,3470818
2002,LTU,3443067
2003,LTU,3415213
2004,LTU,3377075
2005,LTU,3322528
2006,LTU,3269909
2007,LTU,3231294
2008,LTU,3198231
2009,LTU,3162916
2010,LTU,3097282
2011,LTU,3028115
2012,LTU,2987773
2013,LTU,2957689
2014,LTU,2932367
2015,LTU,2904910
2016,LTU,2868231
2017,LTU,2827721
1960,LUX,313970
1961,LUX,316845
1962,LUX,320750
1963,LUX,324100
1964,LUX,327750
1965,LUX,331500
1966,LUX,333895
1967,LUX,334995
1968,LUX,335850
1969,LUX,337500
1970,LUX,339171
1971,LUX,342421
1972,LUX,346600
1973,LUX,350450
1974,LUX,355050
1975,LUX,358950
1976,LUX,360731
1977,LUX,361358
1978,LUX,362007
1979,LUX,362856
1980,LUX,364150
1981,LUX,365225
1982,LUX,365525
1983,LUX,365622
1984,LUX,365998
1985,LUX,366706
1986,LUX,368355
1987,LUX,370750
1988,LUX,373450
1989,LUX,377100
1990,LUX,381850
1991,LUX,387000
1992,LUX,392175
1993,LUX,397475
1994,LUX,402925
1995,LUX,408625
1996,LUX,414225
1997,LUX,419450
1998,LUX,424700
1999,LUX,430475
2000,LUX,436300
2001,LUX,441525
2002,LUX,446175
2003,LUX,451630
2004,LUX,458095
2005,LUX,465158
2006,LUX,472637
2007,LUX,479993
2008,LUX,488650
2009,LUX,497783
2010,LUX,506953
2011,LUX,518347
2012,LUX,530946
2013,LUX,543360
2014,LUX,556319
2015,LUX,569604
2016,LUX,582014
2017,LUX,599449
1960,LVA,2120979
1961,LVA,2152681
1962,LVA,2181586
1963,LVA,2210919
1964,LVA,2240623
1965,LVA,2265919
1966,LVA,2283217
1967,LVA,2301220
1968,LVA,2323619
1969,LVA,2343173
1970,LVA,2359164
1971,LVA,2376389
1972,LVA,2395674
1973,LVA,2415819
1974,LVA,2437186
1975,LVA,2456130
1976,LVA,2470989
1977,LVA,2485073
1978,LVA,2497921
1979,LVA,2505953
1980,LVA,2511701
1981,LVA,2519421
1982,LVA,2531080
1983,LVA,2546011
1984,LVA,2562047
1985,LVA,2578873
1986,LVA,2599892
1987,LVA,2626583
1988,LVA,2653434
1989,LVA,2666955
1990,LVA,2663151
1991,LVA,2650581
1992,LVA,2614338
1993,LVA,2563290
1994,LVA,2520742
1995,LVA,2485056
1996,LVA,2457222
1997,LVA,2432851
1998,LVA,2410019
1999,LVA,2390482
2000,LVA,2367550
2001,LVA,2337170
2002,LVA,2310173
2003,LVA,2287955
2004,LVA,2263122
2005,LVA,2238799
2006,LVA,2218357
2007,LVA,2200325
2008,LVA,2177322
2009,LVA,2141669
2010,LVA,2097555
2011,LVA,2059709
2012,LVA,2034319
2013,LVA,2012647
2014,LVA,1993782
2015,LVA,1977527
2016,LVA,1959537
2017,LVA,1940740
1960,MAC,167796
1961,MAC,170465
1962,MAC,176188
1963,MAC,184250
1964,MAC,193563
1965,MAC,203231
1966,MAC,213196
1967,MAC,223420
1968,MAC,233004
1969,MAC,240842
1970,MAC,246195
1971,MAC,248739
1972,MAC,248767
1973,MAC,246947
1974,MAC,244284
1975,MAC,241628
1976,MAC,239085
1977,MAC,236695
1978,MAC,235198
1979,MAC,235479
1980,MAC,238118
1981,MAC,243427
1982,MAC,251219
1983,MAC,260997
1984,MAC,271993
1985,MAC,283581
1986,MAC,295677
1987,MAC,308275
1988,MAC,320877
1989,MAC,332901
1990,MAC,343935
1991,MAC,353764
1992,MAC,362459
1993,MAC,370345
1994,MAC,377960
1995,MAC,385686
1996,MAC,393567
1997,MAC,401564
1998,MAC,409837
1999,MAC,418604
2000,MAC,427979
2001,MAC,438081
2002,MAC,448896
2003,MAC,460147
2004,MAC,471453
2005,MAC,482559
2006,MAC,493320
2007,MAC,503823
2008,MAC,514348
2009,MAC,525313
2010,MAC,536969
2011,MAC,549439
2012,MAC,562531
2013,MAC,575841
2014,MAC,588781
2015,MAC,600942
2016,MAC,612167
2017,MAC,622567
1960,MAF,4279
1961,MAF,4453
1962,MAF,4566
1963,MAF,4656
1964,MAF,4748
1965,MAF,4841
1966,MAF,4936
1967,MAF,5033
1968,MAF,5161
1969,MAF,5303
1970,MAF,5450
1971,MAF,5601
1972,MAF,5756
1973,MAF,5915
1974,MAF,6078
1975,MAF,6291
1976,MAF,6530
1977,MAF,6778
1978,MAF,7035
1979,MAF,7303
1980,MAF,7580
1981,MAF,7868
1982,MAF,8670
1983,MAF,10547
1984,MAF,12790
1985,MAF,15392
1986,MAF,18337
1987,MAF,21628
1988,MAF,24873
1989,MAF,27676
1990,MAF,30036
1991,MAF,31821
1992,MAF,32892
1993,MAF,33238
1994,MAF,33098
1995,MAF,32712
1996,MAF,32102
1997,MAF,31304
1998,MAF,30358
1999,MAF,29305
2000,MAF,28384
2001,MAF,27782
2002,MAF,27450
2003,MAF,27363
2004,MAF,27514
2005,MAF,27906
2006,MAF,28414
2007,MAF,28905
2008,MAF,29376
2009,MAF,29820
2010,MAF,30235
2011,MAF,30615
2012,MAF,30959
2013,MAF,31264
2014,MAF,31530
2015,MAF,31754
2016,MAF,31949
2017,MAF,32125
1960,MAR,12328532
1961,MAR,12710547
1962,MAR,13094818
1963,MAR,13478232
1964,MAR,13857142
1965,MAR,14229044
1966,MAR,14593284
1967,MAR,14950803
1968,MAR,15302947
1969,MAR,15651924
1970,MAR,16000008
1971,MAR,16347198
1972,MAR,16695003
1973,MAR,17049165
1974,MAR,17416964
1975,MAR,17803698
1976,MAR,18210754
1977,MAR,18636977
1978,MAR,19081718
1979,MAR,19543347
1980,MAR,20019847
1981,MAR,20511601
1982,MAR,21016818
1983,MAR,21528502
1984,MAR,22037610
1985,MAR,22537376
1986,MAR,23023935
1987,MAR,23497766
1988,MAR,23961820
1989,MAR,24421191
1990,MAR,24879136
1991,MAR,25336862
1992,MAR,25791494
1993,MAR,26237417
1994,MAR,26667048
1995,MAR,27075232
1996,MAR,27460603
1997,MAR,27825901
1998,MAR,28175263
1999,MAR,28514798
2000,MAR,28849621
2001,MAR,29181832
2002,MAR,29512368
2003,MAR,29843937
2004,MAR,30179285
2005,MAR,30521070
2006,MAR,30869346
2007,MAR,31225881
2008,MAR,31596855
2009,MAR,31989897
2010,MAR,32409639
2011,MAR,32858823
2012,MAR,33333789
2013,MAR,33824769
2014,MAR,34318082
2015,MAR,34803322
2016,MAR,35276786
2017,MAR,35739580
1960,MCO,22452
1961,MCO,22808
1962,MCO,23039
1963,MCO,23168
1964,MCO,23236
1965,MCO,23282
1966,MCO,23305
1967,MCO,23292
1968,MCO,23304
1969,MCO,23346
1970,MCO,23484
1971,MCO,23720
1972,MCO,24051
1973,MCO,24439
1974,MCO,24835
1975,MCO,25197
1976,MCO,25523
1977,MCO,25809
1978,MCO,26087
1979,MCO,26395
1980,MCO,26745
1981,MCO,27164
1982,MCO,27624
1983,MCO,28095
1984,MCO,28512
1985,MCO,28835
1986,MCO,29041
1987,MCO,29172
1988,MCO,29235
1989,MCO,29312
1990,MCO,29439
1991,MCO,29624
1992,MCO,29863
1993,MCO,30138
1994,MCO,30427
1995,MCO,30691
1996,MCO,30967
1997,MCO,31251
1998,MCO,31523
1999,MCO,31800
2000,MCO,32082
2001,MCO,32360
2002,MCO,32629
2003,MCO,32933
2004,MCO,33314
2005,MCO,33793
2006,MCO,34408
2007,MCO,35111
2008,MCO,35853
2009,MCO,36534
2010,MCO,37094
2011,MCO,37497
2012,MCO,37783
2013,MCO,37971
2014,MCO,38132
2015,MCO,38307
2016,MCO,38499
2017,MCO,38695
1960,MDA,2544000
1961,MDA,2605000
1962,MDA,2664000
1963,MDA,2721000
1964,MDA,2774000
1965,MDA,2825000
1966,MDA,2873000
1967,MDA,2918000
1968,MDA,2960000
1969,MDA,3002000
1970,MDA,3044000
1971,MDA,3088000
1972,MDA,3131000
1973,MDA,3174000
1974,MDA,3215000
1975,MDA,3251000
1976,MDA,3284000
1977,MDA,3312000
1978,MDA,3339000
1979,MDA,3366000
1980,MDA,3396000
1981,MDA,3429000
1982,MDA,3464000
1983,MDA,3500000
1984,MDA,3536000
1985,MDA,3570000
1986,MDA,3602000
1987,MDA,3633000
1988,MDA,3660000
1989,MDA,3681000
1990,MDA,3696000
1991,MDA,3704000
1992,MDA,3706000
1993,MDA,3701000
1994,MDA,3691000
1995,MDA,3675099
1996,MDA,3667748
1997,MDA,3654208
1998,MDA,3652732
1999,MDA,3647001
2000,MDA,3639592
2001,MDA,3631462
2002,MDA,3623062
2003,MDA,3612874
2004,MDA,3603945
2005,MDA,3595187
2006,MDA,3585209
2007,MDA,3576910
2008,MDA,3570108
2009,MDA,3565604
2010,MDA,3562045
2011,MDA,3559986
2012,MDA,3559519
2013,MDA,3558566
2014,MDA,3556397
2015,MDA,3554108
2016,MDA,3551954
2017,MDA,3549750
1960,MDG,5099373
1961,MDG,5223568
1962,MDG,5352503
1963,MDG,5486319
1964,MDG,5625164
1965,MDG,5769218
1966,MDG,5918595
1967,MDG,6073526
1968,MDG,6234465
1969,MDG,6401921
1970,MDG,6576305
1971,MDG,6757850
1972,MDG,6946620
1973,MDG,7142627
1974,MDG,7345780
1975,MDG,7556026
1976,MDG,7773449
1977,MDG,7998164
1978,MDG,8230218
1979,MDG,8469672
1980,MDG,8716553
1981,MDG,8971345
1982,MDG,9234129
1983,MDG,9504281
1984,MDG,9780872
1985,MDG,10063495
1986,MDG,10352120
1987,MDG,10647754
1988,MDG,10952395
1989,MDG,11268658
1990,MDG,11598633
1991,MDG,11942819
1992,MDG,12301336
1993,MDG,12675460
1994,MDG,13066543
1995,MDG,13475400
1996,MDG,13902688
1997,MDG,14347854
1998,MDG,14808791
1999,MDG,15282521
2000,MDG,15766806
2001,MDG,16260932
2002,MDG,16765117
2003,MDG,17279141
2004,MDG,17802997
2005,MDG,18336724
2006,MDG,18880268
2007,MDG,19433523
2008,MDG,19996469
2009,MDG,20569121
2010,MDG,21151640
2011,MDG,21743949
2012,MDG,22346573
2013,MDG,22961146
2014,MDG,23589801
2015,MDG,24234088
2016,MDG,24894551
2017,MDG,25570895
1960,MDV,89887
1961,MDV,92350
1962,MDV,94938
1963,MDV,97584
1964,MDV,100214
1965,MDV,102766
1966,MDV,105190
1967,MDV,107538
1968,MDV,109959
1969,MDV,112651
1970,MDV,115768
1971,MDV,119378
1972,MDV,123441
1973,MDV,127791
1974,MDV,132195
1975,MDV,136519
1976,MDV,140665
1977,MDV,144736
1978,MDV,148892
1979,MDV,153386
1980,MDV,158385
1981,MDV,163935
1982,MDV,169960
1983,MDV,176356
1984,MDV,182953
1985,MDV,189637
1986,MDV,196357
1987,MDV,203124
1988,MDV,209885
1989,MDV,216595
1990,MDV,223215
1991,MDV,229754
1992,MDV,236190
1993,MDV,242459
1994,MDV,248433
1995,MDV,254082
1996,MDV,259327
1997,MDV,264275
1998,MDV,269206
1999,MDV,274484
2000,MDV,280384
2001,MDV,287027
2002,MDV,294341
2003,MDV,302209
2004,MDV,310423
2005,MDV,318836
2006,MDV,327371
2007,MDV,336070
2008,MDV,345054
2009,MDV,354501
2010,MDV,364511
2011,MDV,375131
2012,MDV,386203
2013,MDV,397397
2014,MDV,408247
2015,MDV,418403
2016,MDV,427756
2017,MDV,436330
1960,MEA,105488678
1961,MEA,108374227
1962,MEA,111385940
1963,MEA,114471415
1964,MEA,117671617
1965,MEA,120973578
1966,MEA,124374455
1967,MEA,127947266
1968,MEA,131566224
1969,MEA,135279930
1970,MEA,139083819
1971,MEA,142950993
1972,MEA,146887303
1973,MEA,150999871
1974,MEA,155259901
1975,MEA,159722643
1976,MEA,164407528
1977,MEA,169318424
1978,MEA,174493349
1979,MEA,180000521
1980,MEA,185843847
1981,MEA,192015875
1982,MEA,198499602
1983,MEA,205229901
1984,MEA,212102793
1985,MEA,219095273
1986,MEA,226161475
1987,MEA,233285188
1988,MEA,240367135
1989,MEA,247283550
1990,MEA,255989130
1991,MEA,262659662
1992,MEA,267020622
1993,MEA,273204804
1994,MEA,279279333
1995,MEA,286917385
1996,MEA,292934005
1997,MEA,298982946
1998,MEA,305001541
1999,MEA,311053183
2000,MEA,317129227
2001,MEA,323196354
2002,MEA,329289435
2003,MEA,335522845
2004,MEA,342046777
2005,MEA,348956287
2006,MEA,356287693
2007,MEA,363996317
2008,MEA,371999662
2009,MEA,380192587
2010,MEA,388376106
2011,MEA,396573248
2012,MEA,404783020
2013,MEA,412953000
2014,MEA,421030035
2015,MEA,428974903
2016,MEA,436738031
2017,MEA,444322417
1960,MEX,38174112
1961,MEX,39394126
1962,MEX,40649588
1963,MEX,41939880
1964,MEX,43264272
1965,MEX,44623043
1966,MEX,46011038
1967,MEX,47429812
1968,MEX,48894019
1969,MEX,50423481
1970,MEX,52029861
1971,MEX,53718724
1972,MEX,55478151
1973,MEX,57280587
1974,MEX,59088193
1975,MEX,60872399
1976,MEX,62623763
1977,MEX,64345884
1978,MEX,66039488
1979,MEX,67709689
1980,MEX,69360871
1981,MEX,70992195
1982,MEX,72602533
1983,MEX,74196548
1984,MEX,75780605
1985,MEX,77360707
1986,MEX,78934125
1987,MEX,80503052
1988,MEX,82083919
1989,MEX,83697891
1990,MEX,85357874
1991,MEX,87071512
1992,MEX,88828310
1993,MEX,90600453
1994,MEX,92349147
1995,MEX,94045579
1996,MEX,95687452
1997,MEX,97281739
1998,MEX,98821456
1999,MEX,100300579
2000,MEX,101719673
2001,MEX,103067068
2002,MEX,104355608
2003,MEX,105640453
2004,MEX,106995583
2005,MEX,108472228
2006,MEX,110092378
2007,MEX,111836346
2008,MEX,113661809
2009,MEX,115505228
2010,MEX,117318941
2011,MEX,119090017
2012,MEX,120828307
2013,MEX,122535969
2014,MEX,124221600
2015,MEX,125890949
2016,MEX,127540423
2017,MEX,129163276
1960,MHL,14662
1961,MHL,15051
1962,MHL,15547
1963,MHL,16114
1964,MHL,16710
1965,MHL,17284
1966,MHL,17842
1967,MHL,18388
1968,MHL,18961
1969,MHL,19622
1970,MHL,20395
1971,MHL,21313
1972,MHL,22341
1973,MHL,23439
1974,MHL,24531
1975,MHL,25576
1976,MHL,26552
1977,MHL,27470
1978,MHL,28405
1979,MHL,29418
1980,MHL,30576
1981,MHL,31893
1982,MHL,33330
1983,MHL,34892
1984,MHL,36561
1985,MHL,38333
1986,MHL,40204
1987,MHL,42153
1988,MHL,44063
1989,MHL,45814
1990,MHL,47298
1991,MHL,48475
1992,MHL,49378
1993,MHL,50048
1994,MHL,50575
1995,MHL,51015
1996,MHL,51401
1997,MHL,51692
1998,MHL,51925
1999,MHL,52079
2000,MHL,52159
2001,MHL,52183
2002,MHL,52158
2003,MHL,52116
2004,MHL,52074
2005,MHL,52055
2006,MHL,52078
2007,MHL,52137
2008,MHL,52218
2009,MHL,52320
2010,MHL,52425
2011,MHL,52542
2012,MHL,52663
2013,MHL,52793
2014,MHL,52898
2015,MHL,52994
2016,MHL,53066
2017,MHL,53127
1960,MIC,2085155624
1961,MIC,2110910882
1962,MIC,2149854074
1963,MIC,2200880839
1964,MIC,2252227568
1965,MIC,2305150948
1966,MIC,2361620594
1967,MIC,2417921483
1968,MIC,2475758536
1969,MIC,2535880293
1970,MIC,2597581551
1971,MIC,2660574293
1972,MIC,2722509919
1973,MIC,2784270871
1974,MIC,2845473103
1975,MIC,2905308044
1976,MIC,2964489036
1977,MIC,3023043056
1978,MIC,3082575226
1979,MIC,3143467072
1980,MIC,3205183598
1981,MIC,3268748349
1982,MIC,3335471848
1983,MIC,3403116165
1984,MIC,3470527013
1985,MIC,3539073108
1986,MIC,3609456878
1987,MIC,3681617710
1988,MIC,3754165457
1989,MIC,3825985836
1990,MIC,3898295566
1991,MIC,3966983593
1992,MIC,4033694107
1993,MIC,4099176795
1994,MIC,4163965335
1995,MIC,4228251983
1996,MIC,4292242496
1997,MIC,4356099751
1998,MIC,4419076905
1999,MIC,4480561195
2000,MIC,4541041198
2001,MIC,4600227196
2002,MIC,4658465586
2003,MIC,4716457496
2004,MIC,4774222573
2005,MIC,4831970102
2006,MIC,4889432780
2007,MIC,4946553085
2008,MIC,5004104587
2009,MIC,5062605505
2010,MIC,5121807824
2011,MIC,5181847962
2012,MIC,5242597655
2013,MIC,5304029982
2014,MIC,5365538848
2015,MIC,5426786956
2016,MIC,5487997451
2017,MIC,5548845363
1960,MKD,1488667
1961,MKD,1507654
1962,MKD,1527111
1963,MKD,1547450
1964,MKD,1569141
1965,MKD,1592432
1966,MKD,1617794
1967,MKD,1644943
1968,MKD,1672399
1969,MKD,1698143
1970,MKD,1720800
1971,MKD,1739521
1972,MKD,1754956
1973,MKD,1768992
1974,MKD,1784398
1975,MKD,1803010
1976,MKD,1825552
1977,MKD,1851069
1978,MKD,1877688
1979,MKD,1902719
1980,MKD,1924197
1981,MKD,1941530
1982,MKD,1955243
1983,MKD,1965895
1984,MKD,1974415
1985,MKD,1981534
1986,MKD,1987538
1987,MKD,1992274
1988,MKD,1995513
1989,MKD,1996870
1990,MKD,1996228
1991,MKD,1993302
1992,MKD,1988659
1993,MKD,1984028
1994,MKD,1981703
1995,MKD,1983252
1996,MKD,1989443
1997,MKD,1999599
1998,MKD,2012057
1999,MKD,2024394
2000,MKD,2034819
2001,MKD,2042842
2002,MKD,2048928
2003,MKD,2053426
2004,MKD,2057047
2005,MKD,2060272
2006,MKD,2063145
2007,MKD,2065458
2008,MKD,2067378
2009,MKD,2069093
2010,MKD,2070739
2011,MKD,2072383
2012,MKD,2074036
2013,MKD,2075739
2014,MKD,2077495
2015,MKD,2079308
2016,MKD,2081206
2017,MKD,2083160
1960,MLI,5263733
1961,MLI,5322266
1962,MLI,5381368
1963,MLI,5441613
1964,MLI,5503752
1965,MLI,5568484
1966,MLI,5635859
1967,MLI,5706199
1968,MLI,5780835
1969,MLI,5861412
1970,MLI,5949045
1971,MLI,6044530
1972,MLI,6147458
1973,MLI,6256187
1974,MLI,6368348
1975,MLI,6482278
1976,MLI,6596773
1977,MLI,6712401
1978,MLI,6831295
1979,MLI,6956579
1980,MLI,7090126
1981,MLI,7234303
1982,MLI,7387656
1983,MLI,7543743
1984,MLI,7693667
1985,MLI,7831889
1986,MLI,7955164
1987,MLI,8067758
1988,MLI,8180728
1989,MLI,8309531
1990,MLI,8465188
1991,MLI,8652514
1992,MLI,8868263
1993,MLI,9105472
1994,MLI,9353385
1995,MLI,9604450
1996,MLI,9856810
1997,MLI,10114094
1998,MLI,10380835
1999,MLI,10663723
2000,MLI,10967690
2001,MLI,11293258
2002,MLI,11638929
2003,MLI,12005128
2004,MLI,12391906
2005,MLI,12798763
2006,MLI,13227064
2007,MLI,13675606
2008,MLI,14138216
2009,MLI,14606597
2010,MLI,15075085
2011,MLI,15540989
2012,MLI,16006670
2013,MLI,16477818
2014,MLI,16962846
2015,MLI,17467905
2016,MLI,17994837
2017,MLI,18541980
1960,MLT,326550
1961,MLT,325250
1962,MLT,323900
1963,MLT,322550
1964,MLT,321250
1965,MLT,318800
1966,MLT,315200
1967,MLT,311550
1968,MLT,307900
1969,MLT,304300
1970,MLT,302650
1971,MLT,302700
1972,MLT,302450
1973,MLT,302200
1974,MLT,301996
1975,MLT,304222
1976,MLT,305774
1977,MLT,306970
1978,MLT,310182
1979,MLT,313342
1980,MLT,316645
1981,MLT,318982
1982,MLT,325898
1983,MLT,330524
1984,MLT,330593
1985,MLT,336452
1986,MLT,342121
1987,MLT,344485
1988,MLT,347325
1989,MLT,350722
1990,MLT,354170
1991,MLT,363845
1992,MLT,367618
1993,MLT,371308
1994,MLT,374797
1995,MLT,377419
1996,MLT,379905
1997,MLT,382791
1998,MLT,385287
1999,MLT,387578
2000,MLT,390087
2001,MLT,393028
2002,MLT,395969
2003,MLT,398582
2004,MLT,401268
2005,MLT,403834
2006,MLT,405308
2007,MLT,406724
2008,MLT,409379
2009,MLT,412477
2010,MLT,414508
2011,MLT,416268
2012,MLT,420028
2013,MLT,425967
2014,MLT,434558
2015,MLT,445053
2016,MLT,455356
2017,MLT,465292
1960,MMR,20986123
1961,MMR,21438025
1962,MMR,21898020
1963,MMR,22371902
1964,MMR,22867741
1965,MMR,23391145
1966,MMR,23944178
1967,MMR,24524548
1968,MMR,25128116
1969,MMR,25748643
1970,MMR,26381431
1971,MMR,27024985
1972,MMR,27680144
1973,MMR,28347341
1974,MMR,29027734
1975,MMR,29721967
1976,MMR,30428034
1977,MMR,31144324
1978,MMR,31872230
1979,MMR,32613888
1980,MMR,33369712
1981,MMR,34139130
1982,MMR,34917895
1983,MMR,35697943
1984,MMR,36468888
1985,MMR,37222296
1986,MMR,37957332
1987,MMR,38673241
1988,MMR,39362142
1989,MMR,40014862
1990,MMR,40626250
1991,MMR,41190156
1992,MMR,41711465
1993,MMR,42209778
1994,MMR,42712223
1995,MMR,43237792
1996,MMR,43793310
1997,MMR,44371525
1998,MMR,44959935
1999,MMR,45539435
2000,MMR,46095462
2001,MMR,46627994
2002,MMR,47140220
2003,MMR,47624894
2004,MMR,48073707
2005,MMR,48482614
2006,MMR,48846474
2007,MMR,49171586
2008,MMR,49479752
2009,MMR,49800690
2010,MMR,50155896
2011,MMR,50553031
2012,MMR,50986514
2013,MMR,51448196
2014,MMR,51924182
2015,MMR,52403669
2016,MMR,52885223
2017,MMR,53370609
1960,MNA,97837766
1961,MNA,100458479
1962,MNA,103147177
1963,MNA,105914391
1964,MNA,108774858
1965,MNA,111738154
1966,MNA,114816087
1967,MNA,118004103
1968,MNA,121276296
1969,MNA,124596411
1970,MNA,127942543
1971,MNA,131309640
1972,MNA,134719523
1973,MNA,138211123
1974,MNA,141837810
1975,MNA,145642454
1976,MNA,149628962
1977,MNA,153798274
1978,MNA,158185098
1979,MNA,162829871
1980,MNA,167755859
1981,MNA,172967490
1982,MNA,178440308
1983,MNA,184129812
1984,MNA,189974163
1985,MNA,195917732
1986,MNA,201950420
1987,MNA,208051337
1988,MNA,214140741
1989,MNA,220121789
1990,MNA,227903820
1991,MNA,233582274
1992,MNA,239062651
1993,MNA,244395451
1994,MNA,249660649
1995,MNA,254918217
1996,MNA,260190124
1997,MNA,265463944
1998,MNA,270672291
1999,MNA,275840061
2000,MNA,280955290
2001,MNA,286016125
2002,MNA,291051001
2003,MNA,296114536
2004,MNA,301278295
2005,MNA,306595214
2006,MNA,312079307
2007,MNA,317721161
2008,MNA,323531149
2009,MNA,329488935
2010,MNA,335581557
2011,MNA,341822043
2012,MNA,348195697
2013,MNA,354641044
2014,MNA,361077997
2015,MNA,367449306
2016,MNA,373719055
2017,MNA,379901782
1960,MNE,480579
1961,MNE,491140
1962,MNE,502558
1963,MNE,513409
1964,MNE,521753
1965,MNE,526327
1966,MNE,526419
1967,MNE,522796
1968,MNE,517481
1969,MNE,513340
1970,MNE,512407
1971,MNE,515449
1972,MNE,521785
1973,MNE,530220
1974,MNE,538902
1975,MNE,546487
1976,MNE,552562
1977,MNE,557576
1978,MNE,562065
1979,MNE,566888
1980,MNE,572608
1981,MNE,579445
1982,MNE,587001
1983,MNE,594506
1984,MNE,600884
1985,MNE,605398
1986,MNE,607711
1987,MNE,608144
1988,MNE,607413
1989,MNE,606571
1990,MNE,606372
1991,MNE,607105
1992,MNE,608516
1993,MNE,610170
1994,MNE,611389
1995,MNE,611712
1996,MNE,611003
1997,MNE,609520
1998,MNE,607662
1999,MNE,606001
2000,MNE,604950
2001,MNE,607389
2002,MNE,609828
2003,MNE,612267
2004,MNE,613353
2005,MNE,614261
2006,MNE,615025
2007,MNE,615875
2008,MNE,616969
2009,MNE,618294
2010,MNE,619428
2011,MNE,620079
2012,MNE,620601
2013,MNE,621207
2014,MNE,621810
2015,MNE,622159
2016,MNE,622303
2017,MNE,622471
1960,MNG,955505
1961,MNG,982178
1962,MNG,1011324
1963,MNG,1042383
1964,MNG,1074514
1965,MNG,1107124
1966,MNG,1139961
1967,MNG,1173191
1968,MNG,1207104
1969,MNG,1242214
1970,MNG,1278825
1971,MNG,1317050
1972,MNG,1356670
1973,MNG,1397304
1974,MNG,1438425
1975,MNG,1479651
1976,MNG,1520865
1977,MNG,1562209
1978,MNG,1603906
1979,MNG,1646291
1980,MNG,1689622
1981,MNG,1733475
1982,MNG,1777727
1983,MNG,1823216
1984,MNG,1871090
1985,MNG,1921881
1986,MNG,1976309
1987,MNG,2033343
1988,MNG,2089714
1989,MNG,2141008
1990,MNG,2184145
1991,MNG,2217918
1992,MNG,2243502
1993,MNG,2263200
